Nombre Completo,Pago
Patricia,Oyarzabal,4374.85
Carlos,Macriz,204.48
Jaime,Figueroa,2424.3
María,Ceballos,1397.0
Arnulfo,Pelayo,2383.6800000000003
Marianna,Spangler,3234.06
Leonardo,Magaña,120.05999999999999
Ana,Valdez,676.2
Anajetssie,Mayorga,3457.5000000000005
Diana,Coppel,1609.3799999999999
Stephanie,Torres,4768.2
Laura,Servín,4914.18
Gabriel,Young,3983.16
Carlos,Nieto,976.25
Martin,Reynoso,6420.400000000001
Michelle,Estrada,54.36
Rodolfo,Rodríguez,2208.96
Alfredo,González,1661.6999999999998
Aarón,Rivera,2557.14
Irene,Fuentes,2915.64
Jorge,Robles,2643.1099999999997
Lira,Castrejón,1012.0999999999999
Diana,Zapata,3623.5499999999997
Mariana,Briceño,3067.24
Carlos,Maldonado,2279.7
Mariana,Pollano,5325.41
Gustavo,Becerra,6883.4400000000005
Manuel,Méndez,2849.56
Arturo,Aldana,555.3000000000001
María,Romo,386.61
Alejandro,Cruz,384.75
Ana,Peregrina,2401.3
Alberto,Pasquel,414.63000000000005
Carolina,Sánchez,703.8000000000001
Itzel,Marquez,1946.7399999999998
Leticia,Plazola,1339.5
Erik,González,7137.280000000001
Carlos,Moncada,3383.14
Katia,González,2960.16
Jaime,Soltero,1837.79
Adriana,Lépez,7791.3
Ivana,Pérez,3029.7599999999998
Julio,Beltrán,1466.1000000000001
Luis,Castillo,2758.86
María,Bernhardt,520.74
Andrea,Arreguín,1281.28
Jorge,Rodríguez,1266.8000000000002
Mariana,Garza,228.54000000000002
Guillermo,González,3458.48
Raul,Anaya,2598.84
Carlos,Aguirre,5427.93
Eduardo,Romero,4730.5
Ana,Jacinto,1987.1999999999998
Miguel,Sierra,1939.35
Max,Aguirre,2482.35
Julio,Linares,6814.639999999999
Paola,Zertuche,1456.6499999999999
Ana,Varela,2858.5499999999997
Rocío,Alvarado,1883.1999999999998
Nicolás,Contreras,2716.6
José,Barroso,4682.339999999999
Javier,Carrillo,116.55999999999999
Valeria,Vázquez,1581.8400000000001
Ana,Sosa,3150.84
Karla,Bermúdez,637.7099999999999
Gloria,Guardiola,7471.41
Ramón,Zamora,4767.45
Margarita,Rangel,1621.6200000000001
Alejandra,Pérez,3731.84
Laura,Peregrina,574.02
Nora,Estrada,100.64999999999999
Raul,Sotomayor,5578.2
Maria,Mota,3861.66
Jose,Ochoa,3444.84
Daniel,Alatorre,2979.66
Santiago,Borrego,97.2
Verónica,Yacuta,1179.46
Juan,Ruiz,4986.84
Andrea,Flores,2594.1
Alejandra,Moreno,584.8
Alejandro,Tamez,4173.97
Montserrat,Enríquez,3335.2599999999998
José,Tagliapietra,874.1199999999999
Anna,Félix,1602.88
Jessica,Villarreal,2112.32
Tania,Díaz,918.9100000000001
Luis,Padilla,1966.3999999999999
Fernando,Conchas,1861.16
Fernando,Lozano,2385.92
Dania,Zamora,7645.320000000001
Halim,Ochoa,7656.7699999999995
Fernanda,Montes,3541.89
Daniela,Valadez,8013.86
Paola,González,1582.6999999999998
Guillermo,Berumen,3102.84
Enrique,Rodríguez,9599.22
Lizbeth,García,3951.36
Jorge,Leal,3425.1000000000004
Alfonso,López,1092.24
Alejandro,Palma,4312.7
Santiago,English,1868.6799999999998
Jorge,Diaz,301.76
Ernesto,Arambula,380.70000000000005
Pablo,Renero,5723.639999999999
Alejandra,Gutiérrez,2082.7799999999997
Alejandra,Romero,3725.34
Efren,Díaz,952.0
Juan,Cortes,1265.49
Marcela,Valdés,1897.92
Ramiro,Dahuss,1511.6399999999999
Guillermo,Sánchez,4273.389999999999
Omar,Pacheco,5681.2
Ernesto,Abreu,516.15
Lucia,Santiago,1115.64
Giancarlo,Meléndez,3696.99
Jesus,Jiménez,3314.0
David,Galván,6257.349999999999
Desirée,Carbajal,1165.36
Rubén,García,806.0
Alám,Kobayashi,4263.0
Rodrigo,Dorantes,794.78
Cecilia,Pérez,5214.4400000000005
Carlos,Retif,987.5600000000001
Manuel,Gomez,683.1
Gabriela,Chavez,846.16
Nicole,Medrano,620.16
Víctor,Domínguez,7231.58
César,Orozco,6502.139999999999
María,Hernández,81.55
Ilse,Uribe,2022.6599999999999
Jorge,Brambila,8782.08
Fabiola,Torres,4305.96
Samantha,Aceves,1646.41
Isaac,Batres,1322.64
Esteban,Ross,1097.06
Rodrigo,Robles,463.71
José,Jauregui,1508.4
Fatima,Moreno,243.53
Carmen,Vargas,1836.0
Maria,Camacho,3161.79
Sofía,Vargas,2112.48
Luis,Santillán,3629.38
Miriam,Díaz,2916.37
Marcela,Medrano,5812.47
María,Segura,2492.1
Estefanía,Argote,2089.98
Kiabeth,Cueva,773.0
Marco,Pérez,641.92
Beatríz,Cosío,6426.780000000001
Anna,Barreto,2188.56
Gabriela,González,6483.63
Sofía,Mazinani,1027.8
César,Carlos,2657.38
Julieta,Hernández,5021.5
José,González,1219.2
Alberto,Sarabia,1819.68
Adriana,Guzmán,2905.61
Hugo,Fraga,9395.42
Alejandra,Valdovinos,151.25
Paola,Padilla,1472.85
Eliseo,Ruíz,1630.8
Edna,Bechelani,4173.12
Isis,Peña,2541.6000000000004
Gabriela,Ceceña,2040.0
Manuel,Ruvalcaba,2780.62
Karla,Beltrán,324.21999999999997
Josué,Li,874.35
Ilse,Ochoa,3627.9
Edson,Hau,3180.84
Abril,Vargas,3077.8599999999997
Satch,Salinas,5700.64
Miguel,Gómez,279.0
María,Hosoya,125.39999999999999
Fernando,Zaragoza,702.66
Jorge,Arias,1459.96
Andrea,Cuevas,4868.24
Juan,Alexander,1777.6799999999998
Sonia,Jiménez,1174.36
Pablo,García,3618.0
Rodolfo,Martínez,1861.86
Juan,Corral,4289.820000000001
Edgar,Citalán,707.9399999999999
Marcela,Maldonado,413.25
Mariana,Espinoza,2.45
Magda,Hinojosa,3992.7200000000003
Andrea,Pérez,2531.7599999999998
Mario,Abundis,2675.31
Barbara,Navarrete,3417.69
Pedro,Cardenas,948.1500000000001
Cristina,Castellanos,5451.86
Luis,Rodríguez,7373.0
Daniela,Macías,531.8
Carolina,García,2680.57
Marcela,Molina,201.19
Armando,Silva,2210.25
Ana,Ballesteros,1465.92
Kin,González,8460.0
Gemma,Garibay,3794.1200000000003
Luisa,Díaz,2568.7200000000003
David,Díaz,2440.86
Marcela,Cárdenas,10638.099999999999
Luis,Antillón,3119.26
Ana,Reyna,2542.88
Bárbara,Burgueño,3457.5000000000005
Luis,Zamora,766.1999999999999
Jose,Argüelles,1427.55
Dulce,Iturbide,3013.7999999999997
María,Esponda,3058.2
Diego,Padilla,2232.36
José,Trujillo,516.04
Aldo,Villanueva,1129.12
María,Carrillo,5095.02
Melissa,Vargas,1290.02
Paulina,Morán,674.5
Irene,Ramos,1464.68
Pablo,Meza,5570.950000000001
Véronica,Fafutis,1670.6999999999998
Cristhian,Velázquez,575.0699999999999
Alex,Pérez,4143.62
Fernando,Fernandez,2921.6
Mario,Sepúlveda,2525.25
Jorge,Sakai,1499.52
Jonathan,García,2639.93
Luis,Watanabe,5418.400000000001
Alba,Bojorquez,333.71999999999997
Mauricio,Martínez,504.31
Daniela,Alarcón,1028.13
Francisco,Gallardo,2670.61
Alexis,García,1785.5
Blanca,Jacobo,2458.04
Fredericka,Cunillé,2658.48
Alejandro,Ourgant,2739.92
José,Ortíz,2420.66
Valeria,Pérez,2727.36
Carlos,Rodríguez,388.8
Francisco,D'Amico,2244.48
Alexandro,Aguilera,374.22
Hugo,Nava,3453.76
Viridiana,García,6501.42
Dora,Gutiérrez,306.87
Gloria,Mongerot,4359.650000000001
Marijose,Rivas,917.7
Amira,Baños,937.04
Alicia,Albarrán,3085.6
Arturo,Negrete,12.190000000000001
Ana,García,4384.0
Karla,Bracamontes,269.28
Zaira,Puga,2257.6499999999996
Miguel,García,2019.25
Luis,López,4949.76
Ana,Romero,3280.8
José,Godínez,4232.92
Pablo,Mendoza,1751.52
Ana,Nava,2211.8199999999997
Oscar,Montante,5492.400000000001
Norma,Arámburo,3285.78
Tania,Calderón,1931.2
José,Sánchez,2113.76
Sol,Ramírez,3848.58
Ricardo,Ochoa,176.96
Victor,Madero,3669.19
Vanessa,Marín,1313.87
Sergio,Muñoz,1872.2
Maria,Sánchez,918.0
Paulina,Aguilar,576.84
Gustavo,Salinas,5179.32
Sergio,Gómez,2128.28
Tania,Esparza,42.93
Diego,Ramirez,2275.95
Mariana,Gómez,884.3999999999999
Guadalupe,González,878.9000000000001
Oscar,Silva,3000.6
Arturo,Newton,382.66
Luis,Hernández,1999.1399999999999
Samantha,Molina,1514.3
Esteban,Galván,3541.95
David,Berentsen,2242.2
Flor,Barrientos,7692.08
Paola,Centeno,2824.8999999999996
Francisco,Flores,3005.77
Aideé,Torres,2750.0
Majid,Hernández,2203.7999999999997
Karyna,Guerrero,927.68
Enrique,Martínez,70.49
María,Llamas,3425.4
Alexia,Lepe,2517.44
Francisco,Luna,3108.9
Luis,Bracamontes,577.6800000000001
Esmeralda,Soto,733.72
Juan,Gutiérrez,1689.7399999999998
César,Zamora,782.6
Vanessa,Ramírez,572.52
Karla,Pérez,2226.0
Pablo,González,63.24
Cesar,Aguilar,1422.09
Paola,Emond,6641.8
Yi,Anaya,949.62
Octavio,Perez,1329.3999999999999
Fidel,Godoy,2050.86
Martha,Mendoza,1879.96
Rodrigo,Kosturakis,714.0
José,Díaz,664.8
Aiko,Arias,1639.99
Jorge,Obregón,2110.02
Juan,Reséndiz,4398.839999999999
Alberto,Barajas,801.9
María,Garciarce,388.55
Norberto,Fernández,1676.25
Amauri,Harper,3279.47
José,Valdez,1700.1000000000001
Ian,Paz,764.7900000000001
Sofía,Agredano,2700.2000000000003
Edith,Paulín,5454.900000000001
Carlos,González,5494.08
Alain,Alonso,2284.56
Eric,Árevalo,2960.19
Jorge,Bayardo,1202.88
Jesús,Devakumar,940.5000000000001
Francisco,Luis,2369.02
Juan,Rodarte,5110.0
Ana,Cortés,2743.86
Alicia,Rodríguez,173.9
Francisco,Molina,966.15
Daisy,Cervantes,504.37
Rebeca,Carreón,760.3199999999999
Javier,Silerio,4815.16
Anakarenh,Cervantes,3418.1
Monserrat,Reyes,196.24
Saúl,Mora,2302.88
Annette,Mora,1393.8
Alvaro,Medina,7591.599999999999
Diego,Arellano,7924.8
Carlos,Rincon,1802.22
Edgar,Magallanes,592.48
Andrea,Palma,633.2
Hernando,Rodríguez,50.160000000000004
Maria,Pérez,213.39999999999998
Carlos,Montes,5735.5
Adolfo,Alvarez,1936.29
Mariana,Sandoval,744.16
Emir,Viveros,22.5
Erik,Sandoval,1491.8799999999999
Norma,Gonzalez,1310.5
José,Medina,300.32
Carlos,González,248.82
Yolanda,Partida,362.56
Sergio,Jiménez,92.0
Gustavo,Moreno,3297.1499999999996
Andrea,Palazuelos,2226.11
Eleni,Rodríguez,1647.87
Laura,Sotelo,3798.96
Rafael,Basto,343.99
Karla,Chavero,6224.400000000001
Sarahí,Fernández,1755.8200000000002
Sachie,Ramos,7108.2
Ricardo,Ayala,3010.28
Maria,Izquierdo,4832.16
Daniel,Prieto,5221.89
Alfonso,Huitron,1723.2900000000002
Sergio,Mendoza,1005.7500000000001
Isabella,Flores,6371.3099999999995
Delia,Castañeda,987.9
Horacio,González,632.32
Ezequiel,Reyes,42.300000000000004
Miriam,Castro,2086.92
José,Ríos,4390.42
Daniel,Toussaint,40.330000000000005
Mia,Medrano,3566.7499999999995
José,Calvo,2095.08
Conrado,Magallon,2145.06
Laura,Márquez,1031.25
Mario,Garduño,6185.2
María,Elorza,1843.1999999999998
Yekina,Alcántar,2764.86
Franco,Cantú,3070.56
Delia,Michel,10188.12
Ingrid,Brun,3366.7899999999995
Diana,Steta,5593.84
Ingrid,Mancilla,602.14
Alan,Salazar,385.92
Abisai,Quirarte,1427.2
Andrea,Becerril,2744.56
Rigoberto,Suárez,4507.94
Manuel,Ayala,8665.41
Erick,Góngora,115.05
Rodrigo,Jiménez,3367.5200000000004
Juan,Simental,2976.98
Edith,Gómez,4293.0
Diego,Mercado,2871.4
Alberto,Sánchez,3353.6000000000004
Iris,Mireles,2782.92
Gabriela,Ruíz,1969.25
Natalia,Osornio,467.02
Ritha,Rodríguez,1554.8
María,Guardado,555.2199999999999
Valeria,López,663.23
Olmaranly,Acosta,4531.46
Paola,Barreto,1424.0
Huitzilihuitl,Romo,509.64000000000004
Ileana,Martínez,2598.3
Jorge,Noguez,2620.7999999999997
María,Sahagún,7929.76
Julio,Alvarez,5799.04
Carlo,Alvarez,1687.9499999999998
Doris,Sottil,596.96
Jose,Leal,487.26
Hugo,Cortés,2967.4
Edgar,Limón,7495.279999999999
Alexandra,Rueda,4054.0
Yessica,Gómez,2007.0
Karen,Romero,3273.93
Rodolfo,Valle,8840.359999999999
Juan,Téllez,485.17
Fernanda,Balcázar,2298.24
Michelle,Rodríguez,992.18
Mabel,López,3548.58
José,Peralta,5233.55
Jannine,Oseguera,728.3100000000001
Julián,Desanti,749.49
Gabriel,Gómez,6886.92
Jonathan,Aguirre,3789.93
Juan,Hernández,931.8
María,Rodríguez,1187.16
Yukie,Porras,3358.52
Gustavo,Fremont,402.24
Gabriela,Bueno,1569.6000000000001
Álvaro,Becerra,4370.299999999999
Jesús,Mesta,3072.96
Carlos,Puga,2106.0
Humberto,Contreras,1735.47
Bertha,Ochoa,3211.98
Kevin,López-Hurtado,115.92
Renee,D´amico,3131.75
Rosa,Covarrubias,1525.86
Renatta,Gómez,4588.5
Maurice,Díaz,3529.2000000000003
Gisela,Morán,1210.4099999999999
Raúl,Ortega,540.94
Mara,Belizaire,1382.75
Luis,Medina,4472.5199999999995
Esteban,Sánchez,2252.52
Montserrat,Cortés,5760.53
Antonio,Robles,3690.56
Regina,Becerra,1511.77
Diana,Vargas,341.59999999999997
Kenya,Covarrubias,1489.6000000000001
Ignacio,Nava,540.36
Oscar,Hernández,1023.0
Jim,Castellanos,975.5200000000001
Gustavo,Viera,6091.0199999999995
Jessica,Madrigal,3450.75
María,Mendoza,1503.88
José,Montufar,3291.08
María,Ochoa,1684.25
José,Herrera,4807.0
Fernando,Becerra,2474.4
Moises,Velasco,2754.88
Anita,Mireles,2323.69
Carlos,Núñez,2034.2399999999998
Lucila,Ceballos,601.64
Enrique,Guerrero,2531.3999999999996
Armando,Lara,6603.6
Carlos,Espinoza,116.64
Guillermo,Rivas,4095.2999999999997
Rodrigo,Villegas,1843.6799999999998
Brenda,Fauchey,8728.0
Karla,Carbajal,6828.599999999999
José,Martínez,3395.12
Karla,García,1481.22
Vianney,Ornelas,6090.7
Fernando,Salomón,411.2
Lorena,Caballero,3588.75
Tania,López,1507.48
Mario,Angulo,1115.85
Viviana,Barragán,2778.48
Marcela,Ponto,2969.7000000000003
Ximena,Angulo,3408.7599999999998
Mercedes,Pizano,18.08
Roberto,Trejo,2368.33
Aldo,Guanipa,1565.1
Irving,Hermosillo,3523.38
Jalil,Portillo,3577.6
Gabriela,Aguilar,2273.73
Carolina,Aguirre,284.32
Maribel,Amezcua,4883.84
María,González,315.79
Franco,Martínez,1115.6200000000001
Jesús,Mejía,365.92
Joaquín,Hernandez,3969.2799999999997
Paola,Reyes,1796.07
Fernando,Murillo,6940.799999999999
Gerardo,Olachea,758.71
Jaime,Orozco,2711.68
Silvia,Avila,3824.48
Ramón,Luna,3479.7000000000003
Daniela,Vega,2661.04
María,Carpintero,858.78
Gemma,Hoyos,6574.05
María,Carbajal,1678.8
Héctor,Díaz,221.0
Josue,Mora,2498.31
María,Carrillo,596.4000000000001
Aranzazu,Castrejón,1889.93
Daniela,Durán,3640.1200000000003
Angel,Pardo,958.4399999999999
Jorge,Montes,1623.71
Francisco,Brito,3477.62
Francisco,Matus,4382.04
Stephanie,Partida,9047.92
Jonathan,Bernal,839.85
Zandra,Ibarra,6768.63
Andrea,Aguilera,771.4200000000001
Cristina,Rodríguez,8599.59
Mario,Valladares,6142.49
Eduardo,Jiménez,2255.44
Rodrigo,Alcalá,6746.9
Pablo,Molina,564.74
Marco,Pulido,350.46000000000004
María,Gutiérrez,3202.64
Alejandra,Acosta,116.44
José,Díaz,4425.96
Mara,Navarrete,567.0
Ricardo,Pérez,6694.77
José,Sosa,78.54
David,Guevara,504.63
Daniel,Arredondo,533.76
Krystel,Jiménez,1191.3600000000001
Sergio,Gascon,1573.54
Marilyn,Montoya,7063.500000000001
Ofelia,Mena,1618.24
Karen,Terrones,72.16
Jose,Valdez,3417.2000000000003
Raúl,Parra,3504.36
Kenia,Rojas,2107.0
Karen,Angulo,3070.4
María,Flores,5057.48
Thalia,Hirabayashi,2049.7200000000003
Carlojosé,Hernández,6495.150000000001
Michell,Yañez,520.9200000000001
Nayeli,González,5531.24
Adriana,Pérez,855.58
José,Orozco,3637.8
Zoé,González,2495.13
Analicia,Mireles,3238.3
Gloria,Reyes,6272.49
Agustín,Bonilla,2760.63
Stephanie,Eufracio,7109.610000000001
André,Medina,312.06
Jorge,Godínez,572.09
Cristina,Ríos,183.26999999999998
Carlos,Emicente,1343.5500000000002
Claudia,Vital,15.180000000000001
Jorge,Vital,2809.84
Carlos,Magaña,1350.95
Hassim,Michel,939.53
Astrid,Martínez,283.41
Oscar,Banda,3988.0699999999997
Juan,Gallardo,7339.9
Juan,Anchondo,5607.66
Pedro,Moyano,2431.35
Lorena,González,1794.52
Diana,Navarro,6496.2
André,Díaz,2861.2999999999997
Mariana,Nava,3471.06
Felipe,Zamora,3536.16
Ricardo,Michel,1021.87
Daniela,Molina,558.48
Amjed,Fernández,2980.32
Luis,Gómez,1511.26
Salvador,Sanchez,824.0999999999999
Andrea,Arévalo,1096.64
Jorge,Felix,6471.360000000001
Mariana,Barajas,1203.1999999999998
Alethia,Felton,1686.3
José,Benet,4551.68
Jesús,Chavez,588.64
Miguel,Alvarez,2350.08
Antonella,García,594.54
Ana,Grajeda,276.08
Rocío,Gaxiola,633.8199999999999
Luis,Hernández,2740.92
Adriana,Alvarez,1862.1200000000001
Juan,Peña,1587.9299999999998
Douniel,Yañez,2809.84
Aldo,Hernández,2865.24
Azul,Infante,350.62
Stephanie,Serrano,2004.8
Jesús,Ruiz,374.92
David,Navarro,666.72
Gabriela,Reyes,1486.8
Fernanda,Acosta,14.3
Josè,Millán,1681.3
Ángel,Guerrero,3123.36
Alejandra,Carrillo,1560.2800000000002
Alan,Hernández,5019.3
Efraín,Reyes,651.34
Luis,Delgado,2800.59
Paulina,Valles,589.47
Daniela,Quevedo,1843.8799999999999
Alfredo,Rodríguez,1923.8999999999999
Jaime,Nelson,1569.96
Alejandra,Arteaga,3786.7899999999995
Cynthia,Arredondo,5086.8
Eduardo,Pizarro,740.95
Mariana,Gutiérrez,1317.44
Alberto,Medina,831.4399999999999
Ricardo,Alpuche,89.7
Santiago,Villa,3312.5
Alfredo,González,1346.44
Gustavo,Hernandez,3590.0800000000004
Julieta,Torres,7640.05
Eduardo,Armenta,2301.0
Brian,Teramoto,845.0400000000001
Misael,Padilla,3913.2599999999998
Mitzi,Castro,1146.18
Andrea,López,2972.0
Alejandra,Rangel,2358.72
Maria,Pelayo,2633.73
Sergio,Orozco,5984.5
Ana,Mendoza,5156.990000000001
Nathan,Noland,3848.3599999999997
Luis,Espinoza,5483.94
Aldo,Flores,6566.85
Samantha,Pérez,2891.7000000000003
Paolino,Estrada,1250.91
Esteban,Villaseñor,2472.28
Valeria,Luna,3849.77
Bethania,Jiménez,6036.799999999999
Jorge,Ramos,2503.0200000000004
Allan,Angulo,2443.85
Francisco,Ferado,1390.5
Isaac,Ochoa,1365.8400000000001
Juan,Gómez,1652.64
Eduardo,Hernández,2020.25
Andres,Barbosa,2097.0
Diego,Murra,5636.860000000001
Oscar,Murra,2519.4
Nestor,Ramírez,903.4499999999999
Felipe,Toxtli,3336.12
Marian,Borrego,2026.1800000000003
Hernán,Quiroz,1053.27
Francisco,Baltazar,83.72
Cesar,Barragán,811.8599999999999
Sophia,León,2147.85
Kevin,Venegas,152.36
Daniela,Torres,342.99
Adriana,Bernal,1303.9699999999998
Diana,Flores,6957.0199999999995
Liliana,Zarkin,5248.32
Lorenza,Shemaria,874.2
Carlos,Zuñiga,9766.859999999999
Erik,Saldaña,6152.72
Rodrigo,Barocio,465.28
Daniela,Cantón,742.9
Yareli,Ramírez,2822.6
Marysol,Reyes,2543.94
Sergio,Mendoza,140.92
Andrea,Bojorquez,621.1800000000001
Carla,Zuñiga,2268.4
Thorsten,Sainz,7155.280000000001
Alma,Aguirrre,4298.29
Mariana,Rodríguez,6174.1900000000005
Gerardo,Aleman,2408.8999999999996
Diego,Rabinovitz,2473.92
Ana,Eufracio,1363.44
Silvana,Alcaráz,1233.18
Jorge,Lomeli,5860.139999999999
Patricia,Aparicio,1851.4199999999998
Miguel,Barba,6317.74
Carlos,Hernández,4044.6000000000004
Gabriela,Artigas,3024.0
Rafael,Barragán,5481.6
Mineli,Luna,2246.3
Jose,Franco,4780.37
Ricardo,Cuevas,1261.92
Andrea,Madrigal,667.46
Irene,Chavez,1887.48
Lucia,Arroyo,1666.1100000000001
Noemi,Lemus,3497.5200000000004
Omar,Marino,260.05
Alejandro,Ruiz,804.48
Enrique,Salcedo,161.92
Agustín,Vielma,2647.4
Carlos,Valadez,272.85
Luis,Camacho,2273.46
Luis,Ornelas,4823.099999999999
Yuko,Mateo,2349.76
José,Mora,180.35999999999999
Aide,Hernández,4822.56
Lizette,Mendoza,202.68
Karla,Castillo,3156.7799999999997
Leopoldo,Ramírez,4257.599999999999
Brenda,Palero,750.8800000000001
Tania,Olvera,1660.32
Jessica,Piñón,92.4
Alvaro,Nava,1197.22
Nestor,Santana,622.61
María,Hecht,5352.4800000000005
José,Garcia,1853.7599999999998
Claudia,Padilla,4495.12
Stephanie,Duarte,72.39
María,Lupercio,6442.200000000001
Isabel,Espinoza,277.59
Adriana,Cervantes,1760.2
Delmo,Puga,1747.9799999999998
Andrea,Uriarte,2700.8
Gustavo,Esquerra,2157.76
Alejandro,Ferretti,4692.1
César,Gómez,1881.7600000000002
Marianne,Alba,1975.3199999999997
Héctor,Alcazar,2451.57
Axayacatl,Argandar,2492.2
Alan,Dallal,6343.65
Zianya,Montaño,4173.58
César,Santalla,3099.38
Ivana,Zamudio,639.24
Rebeca,Hernandez,4622.039999999999
Monica,Isla,3034.5
Miguel,Corbala,7981.380000000001
Paulina,Maldonado,938.84
Jose,Workel,3752.0099999999998
Jonathan,Ortiz,173.25
Paul,Mejía,2202.75
Orimar,Lomelí,1214.28
Guillermo,Cárdenas,2995.89
Edgar,González,1770.4399999999998
Laura,Mendoza,612.51
Madeline,García,166.32
Carlos,Domínguez,1497.51
Alonso,Martínez,281.01
Sergio,Gómez,1481.3999999999999
Gabriela,Balvanera,1479.8999999999999
Fernando,Rocha,1422.4
Araneth,Ruiz,847.6999999999999
Diego,Flores,5774.58
Eduardo,Chávez,2622.2400000000002
Arturo,Bejarano,2714.66
Mariana,Simental,1694.4
Diego,Pérez,1732.5
Pedro,Campos,6823.9800000000005
Tania,García,9629.390000000001
Nalleli,Bojorquez,296.64
Brenda,Vizcaino,1640.7
Rosa,Zamora,7336.449999999999
César,Martinez,736.0999999999999
Ivanna,Balvaneda,307.52
Manuel,Romero,2984.18
Héctor,Esqueda,1866.8000000000002
Jorge,Cervantes,3073.84
Grecia,Monreal,4622.6
Ramiro,Ledesma,5269.4400000000005
Arturo,González,1703.1000000000001
Julia,Su,3162.95
Andrea,Osorio,4150.72
Karen,Ourgant,3710.7
Diego,Murillo,257.28
Raúl,Bou,5577.389999999999
Lilia,Ríos,1585.12
Mariana,Zamora,1920.2400000000002
César,Morales,7739.820000000001
Jorge,Sarmiento,5453.0
Mariana,Gutiérrez,1296.73
Felipe,Meza,4089.12
Karen,Verduzco,1984.96
Karla,García,4496.86
María,Guardado,2811.48
Sofía,Ortiz,6343.12
Ana,Romero,2079.55
Eduardo,Jiménez,1641.2400000000002
Renata,Cubas,2178.9
Patricia,Guerrero,90.65
Francisco,Pérez,548.0999999999999
Víctor,Gómez,889.4300000000001
Roberto,Lacayo,382.46999999999997
Evelyn,Ramirez,1237.75
Fabiola,Valtorta,7975.26
Patricio,Simón,1461.42
Ileana,Delgado,5091.2
José,Rodríguez,1591.3799999999999
Mariana,Macías,1022.8
Juan,Gómez,2299.7
José,Estrada,6039.42
Juan,Chávez,3585.0
Juan,Rangel,1552.1
Midori,Campos,2629.3399999999997
Sofía,Estrella,3337.04
Omar,Benavides,1279.6499999999999
Alejandro,Vega,1733.44
Ángela,Garcia,4311.45
Lorena,Descazeaux,3726.3999999999996
Adriana,Cárdenas,8385.369999999999
Luis,Lopez,5860.21
José,Rodríguez,6555.66
Michelle,Chávez,2164.0
Gabriela,Coppel,3191.3
Natalia,Hernández,3107.94
Jessica,Joaquín,2626.6499999999996
Adriana,Cerezo,2808.2000000000003
Jesús,Quihuis,3058.0
Aurelio,Heras,193.70000000000002
Alma,Plascencia,419.04
David,Martinez,3233.44
Isaac,Magaña,2189.55
Horacio,Valderrama,919.0
Mercedes,Cerda,3359.3999999999996
Eduardo,Blanco,8835.36
Dario,Gleason,3522.6
Andrea,Ramírez,1639.32
Edgar,Covarrubias,512.64
Alejandra,Wheber,3798.9
Jose,Padilla,1874.6
Juan,Aceves,1662.08
Fernando,González,1240.96
Daniel,Rodríguez,3476.46
Ana,Barroso,1156.68
Alonso,Ledesma,2298.87
Alexis,Galván,1949.2199999999998
Alejandro,Gutierrez,4205.46
Eduardo,Velarde,2718.56
Héctor,Gómez,1520.31
Luis,González,6344.36
Arturo,González,3291.84
Grecia,Aguilar,1181.0
David,Cortes,3123.8599999999997
Adali,Rizo,4153.82
Aura,Lujambio,1796.0
Jorge,Domínguez,3692.25
Pablo,Guevara,1471.68
Eric,Torres,1606.91
Jimena,Gómez,3137.4
Arturo,Ozawa,4145.92
Cristina,González,926.1
Karen,Chang,4781.7300000000005
Carlos,Ramírez,1057.92
Juan,Rivas,1995.8000000000002
Ruth,Chang,8055.6
Fátima,Araujo,385.56
Víctor,Aguayo,3560.75
Hugo,Rodríguez,7881.43
Lorena,Parra,149.24
Mónica,Ocampo,5209.38
Jaime,Arellano,2057.65
Norma,Quintero,1153.74
Angel,Gutiérrez,3051.72
Esteban,Wharton,85.33999999999999
Orlando,Nuncio,2781.9
Diego,Toussaint,3519.83
Patricio,Barajas,1771.4599999999998
Javier,Hernández,4363.04
Moises,Rodríguez,4132.5
Santiago,Buenrostro,3657.92
Rodrigo,Amezcua,2079.7200000000003
Alejandra,Franco,4532.84
Viviann,López,409.0
Diego,Barrera,9302.0
Estefania,Ochoa,4896.84
Vicente,Ortiz,1523.7
Enrique,Cabrera,296.46000000000004
Luis,Rosales,1397.74
María,Muñoz,2614.4
Carlos,Ramirez,3599.5399999999995
Ricardo,Gallardo,809.41
Alejandro,Volquarts,258.68
Luis,Urrea,3733.62
Maya,Salcedo,2995.96
Montserrat,Bayardo,4040.52
Alejandro,Blásquez,995.46
Ana,Pelayo,1120.8
Denice,Romo,1218.0
Valeria,Baez,1014.2199999999999
Ana,Parra,8231.5
Maria,Martinez,6338.2
Andrea,Moreno,2093.0
Ana,Uruñuela,736.02
Alexandra,Ramírez,3004.28
Gerardo,López,3669.6
Gabriela,Hernandez,2582.5800000000004
Angel,Navarrete,3390.4700000000003
José,Félix,1573.04
Marcela,Perez,2440.36
Isaac,Elizondo,1009.47
Alejandra,Jacobo,879.8400000000001
Mariana,Pérez,4901.5
Adriana,Ríos,379.8
Raquel,Plazola,5695.78
Güido,Montes,673.2
Oscar,Genesta,7268.800000000001
José,Alatorre,91.84
Alberto,Vives,1773.06
Marcelo,Nava,2027.84
Guillermo,Valdés,3031.63
Jalil,Hernández,4426.179999999999
Ernesto,Vargas,501.38
Irma,Hernández,3434.48
Teresita,Ortíz,665.6999999999999
