Nombre Paterno Hrs Pago
Mario Abundis 33 81.07
Barbara Navarrete 37 92.37
Pedro Cardenas 49 19.35
Cristina Castellanos 38 143.47
Luis Rodríguez 50 147.46
Daniela Macías 20 26.59
Carolina García 31 86.47
Marcela Molina 59 3.41
Armando Silva 35 63.15
Ana Ballesteros 36 40.72
Kin González 60 141.00
Gemma Garibay 44 86.23
Luisa Díaz 44 58.38
David Díaz 17 143.58
Marcela Cárdenas 55 193.42
Luis Antillón 23 135.62
Ana Reyna 23 110.56
Bárbara Burgueño 50 69.15
Luis Zamora 15 51.08
Jose Argüelles 31 46.05
Dulce Iturbide 60 50.23
María Esponda 60 50.97
Diego Padilla 54 41.34
José Trujillo 28 18.43
Aldo Villanueva 16 70.57
María Carrillo 49 103.98
Melissa Vargas 53 24.34
Paulina Morán 50 13.49
Irene Ramos 28 52.31
Pablo Meza 55 101.29
Véronica Fafutis 30 55.69
Cristhian Velázquez 29 19.83
Alex Pérez 26 159.37
Fernando Fernandez 55 53.12
Mario Sepúlveda 35 72.15
Jorge Sakai 48 31.24
Jonathan García 17 155.29
Luis Watanabe 40 135.46
Alba Bojorquez 54 6.18
Mauricio Martínez 29 17.39
Daniela Alarcón 43 23.91
Francisco Gallardo 29 92.09
Alexis García 25 71.42
Blanca Jacobo 58 42.38
Fredericka Cunillé 53 50.16
Alejandro Ourgant 58 47.24
José Ortíz 22 110.03
Valeria Pérez 36 75.76
Carlos Rodríguez 36 10.80
Francisco D'Amico 56 40.08
Alexandro Aguilera 22 17.01
Hugo Nava 32 107.93
Viridiana García 57 114.06
Dora Gutiérrez 53 5.79
Gloria Mongerot 23 189.55
Marijose Rivas 15 61.18
Amira Baños 52 18.02
Alicia Albarrán 38 81.20
Arturo Negrete 23 0.53
Ana García 40 109.60
Karla Bracamontes 17 15.84
Zaira Puga 29 77.85
Miguel García 25 80.77
Luis López 32 154.68
Ana Romero 60 54.68
José Godínez 23 184.04
Pablo Mendoza 16 109.47
Ana Nava 26 85.07
Oscar Montante 46 119.40
Norma Arámburo 23 142.86
Tania Calderón 40 48.28
José Sánchez 16 132.11
Sol Ramírez 54 71.27
Ricardo Ochoa 56 3.16
Victor Madero 53 69.23
Vanessa Marín 37 35.51
Sergio Muñoz 37 50.60
Maria Sánchez 18 51.00
Paulina Aguilar 19 30.36
Gustavo Salinas 36 143.87
Sergio Gómez 28 76.01
Tania Esparza 53 0.81
Diego Ramirez 15 151.73
Mariana Gómez 55 16.08
Guadalupe González 17 51.70
Oscar Silva 60 50.01
Arturo Newton 38 10.07
Luis Hernández 39 51.26
Samantha Molina 19 79.70
Esteban Galván 45 78.71
David Berentsen 15 149.48
Flor Barrientos 44 174.82
Paola Centeno 53 53.30
Francisco Flores 17 176.81
Aideé Torres 55 50.00
Majid Hernández 60 36.73
Karyna Guerrero 16 57.98
Enrique Martínez 19 3.71
María Llamas 33 103.80
Alexia Lepe 32 78.67
Francisco Luna 43 72.30
Luis Bracamontes 58 9.96
Esmeralda Soto 52 14.11
Juan Gutiérrez 26 64.99
César Zamora 52 15.05
Vanessa Ramírez 52 11.01
Karla Pérez 15 148.40
Pablo González 31 2.04
Cesar Aguilar 23 61.83
Paola Emond 55 120.76
Yi Anaya 57 16.66
Octavio Perez 23 57.80
Fidel Godoy 21 97.66
Martha Mendoza 43 43.72
Rodrigo Kosturakis 51 14.00
José Díaz 16 41.55
Aiko Arias 17 96.47
Jorge Obregón 23 91.74
Juan Reséndiz 27 162.92
Alberto Barajas 15 53.46
María Garciarce 19 20.45
Norberto Fernández 15 111.75
Amauri Harper 17 192.91
José Valdez 30 56.67
Ian Paz 37 20.67
Sofía Agredano 46 58.70
Edith Paulín 30 181.83
Carlos González 48 114.46
Alain Alonso 38 60.12
Eric Árevalo 31 95.49
Jorge Bayardo 42 28.64
Jesús Devakumar 55 17.10
Francisco Luis 31 76.42
Juan Rodarte 50 102.20
Ana Cortés 42 65.33
Alicia Rodríguez 37 4.70
Francisco Molina 57 16.95
Daisy Cervantes 31 16.27
Rebeca Carreón 33 23.04
Javier Silerio 58 83.02
Anakarenh Cervantes 38 89.95
Monserrat Reyes 22 8.92
Saúl Mora 37 62.24
Annette Mora 60 23.23
Alvaro Medina 40 189.79
Diego Arellano 52 152.40
Carlos Rincon 49 36.78
Edgar Magallanes 16 37.03
Andrea Palma 20 31.66
Hernando Rodríguez 19 2.64
Maria Pérez 22 9.70
Carlos Montes 50 114.71
Adolfo Alvarez 43 45.03
Mariana Sandoval 16 46.51
Emir Viveros 18 1.25
Erik Sandoval 19 78.52
Norma Gonzalez 25 52.42
José Medina 16 18.77
Carlos González 26 9.57
Yolanda Partida 22 16.48
Sergio Jiménez 40 2.30
Gustavo Moreno 45 73.27
Andrea Palazuelos 43 51.77
Eleni Rodríguez 59 27.93
Laura Sotelo 33 115.12
Rafael Basto 41 8.39
Karla Chavero 56 111.15
Sarahí Fernández 46 38.17
Sachie Ramos 60 118.47
Ricardo Ayala 28 107.51
Maria Izquierdo 48 100.67
Daniel Prieto 51 102.39
Alfonso Huitron 31 55.59
Sergio Mendoza 45 22.35
Isabella Flores 43 148.17
Delia Castañeda 30 32.93
Horacio González 32 19.76
Ezequiel Reyes 18 2.35
Miriam Castro 33 63.24
José Ríos 37 118.66
Daniel Toussaint 37 1.09
Mia Medrano 25 142.67
José Calvo 34 61.62
Conrado Magallon 51 42.06
Laura Márquez 55 18.75
Mario Garduño 47 131.60
María Elorza 30 61.44
Yekina Alcántar 21 131.66
Franco Cantú 48 63.97
Delia Michel 59 172.68
Ingrid Brun 49 68.71
Diana Steta 49 114.16
Ingrid Mancilla 22 27.37
Alan Salazar 32 12.06
Abisai Quirarte 40 35.68
Andrea Becerril 52 52.78
Rigoberto Suárez 38 118.63
Manuel Ayala 51 169.91
Erick Góngora 59 1.95
Rodrigo Jiménez 26 129.52
Juan Simental 47 63.34
Edith Gómez 60 71.55
Diego Mercado 49 58.60
Alberto Sánchez 20 167.68
Iris Mireles 28 99.39
Gabriela Ruíz 25 78.77
Natalia Osornio 38 12.29
Ritha Rodríguez 52 29.90
María Guardado 34 16.33
Valeria López 29 22.87
Olmaranly Acosta 46 98.51
Paola Barreto 40 35.60
Huitzilihuitl Romo 31 16.44
Ileana Martínez 30 86.61
Jorge Noguez 56 46.80
María Sahagún 58 136.72
Julio Alvarez 52 111.52
Carlo Alvarez 45 37.51
Doris Sottil 56 10.66
Jose Leal 18 27.07
Hugo Cortés 37 80.20
Edgar Limón 52 144.14
Alexandra Rueda 25 162.16
Yessica Gómez 50 40.14
Karen Romero 33 99.21
Rodolfo Valle 58 152.42
Juan Téllez 29 16.73
Fernanda Balcázar 42 54.72
Michelle Rodríguez 38 26.11
Mabel López 34 104.37
José Peralta 35 149.53
Jannine Oseguera 33 22.07
Julián Desanti 21 35.69
Gabriel Gómez 58 118.74
Jonathan Aguirre 57 66.49
Juan Hernández 60 15.53
María Rodríguez 39 30.44
Yukie Porras 44 76.33
Gustavo Fremont 24 16.76
Gabriela Bueno 36 43.60
Álvaro Becerra 58 75.35
Jesús Mesta 36 85.36
Carlos Puga 26 81.00
Humberto Contreras 33 52.59
Bertha Ochoa 47 68.34
Kevin López-Hurtado 18 6.44
Renee D´amico 25 125.27
Rosa Covarrubias 42 36.33
Renatta Gómez 50 91.77
Maurice Díaz 51 69.20
Gisela Morán 27 44.83
Raúl Ortega 17 31.82
Mara Belizaire 25 55.31
Luis Medina 47 95.16
Esteban Sánchez 36 62.57
Montserrat Cortés 37 155.69
Antonio Robles 32 115.33
Regina Becerra 29 52.13
Diana Vargas 40 8.54
Kenya Covarrubias 38 39.20
Ignacio Nava 19 28.44
Oscar Hernández 30 34.10
Jim Castellanos 52 18.76
Gustavo Viera 38 160.29
Jessica Madrigal 43 80.25
María Mendoza 28 53.71
José Montufar 52 63.29
María Ochoa 25 67.37
José Herrera 55 87.40
Fernando Becerra 30 82.48
Moises Velasco 32 86.09
Anita Mireles 23 101.03
Carlos Núñez 52 39.12
Lucila Ceballos 52 11.57
Enrique Guerrero 60 42.19
Armando Lara 40 165.09
Carlos Espinoza 16 7.29
Guillermo Rivas 55 74.46
Rodrigo Villegas 46 40.08
Brenda Fauchey 50 174.56
Karla Carbajal 38 179.70
José Martínez 31 109.52
Karla García 54 27.43
Vianney Ornelas 49 124.30
Fernando Salomón 32 12.85
Lorena Caballero 45 79.75
Tania López 26 57.98
Mario Angulo 43 25.95
Viviana Barragán 34 81.72
Marcela Ponto 57 52.10
Ximena Angulo 31 109.96
Mercedes Pizano 16 1.13
Roberto Trejo 47 50.39
Aldo Guanipa 47 33.30
Irving Hermosillo 42 83.89
Jalil Portillo 40 89.44
Gabriela Aguilar 57 39.89
Carolina Aguirre 16 17.77
Maribel Amezcua 52 93.92
María González 23 13.73
Franco Martínez 22 50.71
Jesús Mejía 16 22.87
Joaquín Hernandez 56 70.88
Paola Reyes 19 94.53
Fernando Murillo 48 144.60
Gerardo Olachea 17 44.63
Jaime Orozco 32 84.74
Silvia Avila 44 86.92
Ramón Luna 35 99.42
Daniela Vega 29 91.76
María Carpintero 26 33.03
Gemma Hoyos 45 146.09
María Carbajal 15 111.92
Héctor Díaz 50 4.42
Josue Mora 57 43.83
María Carrillo 24 24.85
Aranzazu Castrejón 29 65.17
Daniela Durán 44 82.73
Angel Pardo 28 34.23
Jorge Montes 29 55.99
Francisco Brito 41 84.82
Francisco Matus 26 168.54
Stephanie Partida 56 161.57
Jonathan Bernal 15 55.99
Zandra Ibarra 43 157.41
Andrea Aguilera 43 17.94
Cristina Rodríguez 57 150.87
Mario Valladares 59 104.11
Eduardo Jiménez 44 51.26
Rodrigo Alcalá 53 127.30
Pablo Molina 34 16.61
Marco Pulido 27 12.98
María Gutiérrez 56 57.19
Alejandra Acosta 41 2.84
José Díaz 33 134.12
Mara Navarrete 30 18.90
Ricardo Pérez 51 131.27
José Sosa 17 4.62
David Guevara 21 24.03
Daniel Arredondo 24 22.24
Krystel Jiménez 24 49.64
Sergio Gascon 29 54.26
Marilyn Montoya 50 141.27
Ofelia Mena 52 31.12
Karen Terrones 41 1.76
Jose Valdez 40 85.43
Raúl Parra 38 92.22
Kenia Rojas 49 43.00
Karen Angulo 38 80.80
María Flores 59 85.72
Thalia Hirabayashi 57 35.96
Carlojosé Hernández 57 113.95
Michell Yañez 36 14.47
Nayeli González 52 106.37
Adriana Pérez 22 38.89
José Orozco 45 80.84
Zoé González 33 75.61
Analicia Mireles 53 61.10
Gloria Reyes 49 128.01
Agustín Bonilla 51 54.13
Stephanie Eufracio 57 124.73
André Medina 21 14.86
Jorge Godínez 19 30.11
Cristina Ríos 41 4.47
Carlos Emicente 39 34.45
Claudia Vital 46 0.33
Jorge Vital 44 63.86
Carlos Magaña 41 32.95
Hassim Michel 47 19.99
Astrid Martínez 47 6.03
Oscar Banda 41 97.27
Juan Gallardo 58 126.55
Juan Anchondo 38 147.57
Pedro Moyano 45 54.03
Lorena González 29 61.88
Diana Navarro 36 180.45
André Díaz 31 92.30
Mariana Nava 51 68.06
Felipe Zamora 48 73.67
Ricardo Michel 17 60.11
Daniela Molina 26 21.48
Amjed Fernández 24 124.18
Luis Gómez 41 36.86
Salvador Sanchez 15 54.94
Andrea Arévalo 23 47.68
Jorge Felix 42 154.08
Mariana Barajas 40 30.08
Alethia Felton 21 80.30
José Benet 32 142.24
Jesús Chavez 26 22.64
Miguel Alvarez 36 65.28
Antonella García 27 22.02
Ana Grajeda 29 9.52
Rocío Gaxiola 22 28.81
Luis Hernández 28 97.89
Adriana Alvarez 26 71.62
Juan Peña 41 38.73
Douniel Yañez 44 63.86
Aldo Hernández 42 68.22
Azul Infante 47 7.46
Stephanie Serrano 16 125.30
Jesús Ruiz 26 14.42
David Navarro 18 37.04
Gabriela Reyes 28 53.10
Fernanda Acosta 22 0.65
Josè Millán 43 39.10
Ángel Guerrero 54 57.84
Alejandra Carrillo 19 82.12
Alan Hernández 45 111.54
Efraín Reyes 58 11.23
Luis Delgado 39 71.81
Paulina Valles 21 28.07
Daniela Quevedo 31 59.48
Alfredo Rodríguez 30 64.13
Jaime Nelson 28 56.07
Alejandra Arteaga 47 80.57
Cynthia Arredondo 36 141.30
Eduardo Pizarro 29 25.55
Mariana Gutiérrez 23 57.28
Alberto Medina 19 43.76
Ricardo Alpuche 23 3.90
Santiago Villa 25 132.50
Alfredo González 41 32.84
Gustavo Hernandez 52 69.04
Julieta Torres 55 138.91
Eduardo Armenta 25 92.04
Brian Teramoto 42 20.12
Misael Padilla 29 134.94
Mitzi Castro 21 54.58
Andrea López 40 74.30
Alejandra Rangel 28 84.24
Maria Pelayo 33 79.81
Sergio Orozco 50 119.69
Ana Mendoza 43 119.93
Nathan Noland 46 83.66
Luis Espinoza 42 130.57
Aldo Flores 45 145.93
Samantha Pérez 35 82.62
Paolino Estrada 41 30.51
Esteban Villaseñor 38 65.06
Valeria Luna 47 81.91
Bethania Jiménez 44 137.20
Jorge Ramos 39 64.18
Allan Angulo 37 66.05
Francisco Ferado 45 30.90
Isaac Ochoa 21 65.04
Juan Gómez 16 103.29
Eduardo Hernández 25 80.81
Andres Barbosa 20 104.85
Diego Murra 59 95.54
Oscar Murra 20 125.97
Nestor Ramírez 15 60.23
Felipe Toxtli 27 123.56
Marian Borrego 26 77.93
Hernán Quiroz 47 22.41
Francisco Baltazar 26 3.22
Cesar Barragán 42 19.33
Sophia León 37 58.05
Kevin Venegas 52 2.93
Daniela Torres 37 9.27
Adriana Bernal 19 68.63
Diana Flores 49 141.98
Liliana Zarkin 42 124.96
Lorenza Shemaria 15 58.28
Carlos Zuñiga 59 165.54
Erik Saldaña 56 109.87
Rodrigo Barocio 16 29.08
Daniela Cantón 38 19.55
Yareli Ramírez 55 51.32
Marysol Reyes 27 94.22
Sergio Mendoza 26 5.42
Andrea Bojorquez 29 21.42
Carla Zuñiga 20 113.42
Thorsten Sainz 44 162.62
Alma Aguirrre 37 116.17
Mariana Rodríguez 37 166.87
Gerardo Aleman 34 70.85
Diego Rabinovitz 24 103.08
Ana Eufracio 23 59.28
Silvana Alcaráz 31 39.78
Jorge Lomeli 39 150.26
Patricia Aparicio 59 31.38
Miguel Barba 47 134.42
Carlos Hernández 27 149.80
Gabriela Artigas 35 86.40
Rafael Barragán 60 91.36
Mineli Luna 35 64.18
Jose Franco 47 101.71
Ricardo Cuevas 24 52.58
Andrea Madrigal 23 29.02
Irene Chavez 18 104.86
Lucia Arroyo 57 29.23
Noemi Lemus 38 92.04
Omar Marino 35 7.43
Alejandro Ruiz 24 33.52
Enrique Salcedo 46 3.52
Agustín Vielma 35 75.64
Carlos Valadez 17 16.05
Luis Camacho 42 54.13
Luis Ornelas 46 104.85
Yuko Mateo 28 83.92
José Mora 36 5.01
Aide Hernández 34 141.84
Lizette Mendoza 36 5.63
Karla Castillo 33 95.66
Leopoldo Ramírez 60 70.96
Brenda Palero 19 39.52
Tania Olvera 36 46.12
Jessica Piñón 44 2.10
Alvaro Nava 31 38.62
Nestor Santana 23 27.07
María Hecht 54 99.12
José Garcia 48 38.62
Claudia Padilla 56 80.27
Stephanie Duarte 57 1.27
María Lupercio 60 107.37
Isabel Espinoza 19 14.61
Adriana Cervantes 20 88.01
Delmo Puga 54 32.37
Andrea Uriarte 32 84.40
Gustavo Esquerra 16 134.86
Alejandro Ferretti 35 134.06
César Gómez 38 49.52
Marianne Alba 59 33.48
Héctor Alcazar 51 48.07
Axayacatl Argandar 34 73.30
Alan Dallal 45 140.97
Zianya Montaño 46 90.73
César Santalla 31 99.98
Ivana Zamudio 42 15.22
Rebeca Hernandez 36 128.39
Monica Isla 35 86.70
Miguel Corbala 58 137.61
Paulina Maldonado 49 19.16
Jose Workel 47 79.83
Jonathan Ortiz 45 3.85
Paul Mejía 45 48.95
Orimar Lomelí 18 67.46
Guillermo Cárdenas 37 80.97
Edgar González 28 63.23
Laura Mendoza 17 36.03
Madeline García 54 3.08
Carlos Domínguez 21 71.31
Alonso Martínez 29 9.69
Sergio Gómez 20 74.07
Gabriela Balvanera 15 98.66
Fernando Rocha 32 44.45
Araneth Ruiz 35 24.22
Diego Flores 42 137.49
Eduardo Chávez 24 109.26
Arturo Bejarano 53 51.22
Mariana Simental 16 105.90
Diego Pérez 42 41.25
Pedro Campos 54 126.37
Tania García 59 163.21
Nalleli Bojorquez 16 18.54
Brenda Vizcaino 45 36.46
Rosa Zamora 55 133.39
César Martinez 34 21.65
Ivanna Balvaneda 16 19.22
Manuel Romero 17 175.54
Héctor Esqueda 40 46.67
Jorge Cervantes 44 69.86
Grecia Monreal 29 159.40
Ramiro Ledesma 44 119.76
Arturo González 30 56.77
Julia Su 49 64.55
Andrea Osorio 56 74.12
Karen Ourgant 35 106.02
Diego Murillo 16 16.08
Raúl Bou 39 143.01
Lilia Ríos 16 99.07
Mariana Zamora 36 53.34
César Morales 54 143.33
Jorge Sarmiento 41 133.00
Mariana Gutiérrez 31 41.83
Felipe Meza 56 73.02
Karen Verduzco 32 62.03
Karla García 31 145.06
María Guardado 28 100.41
Sofía Ortiz 56 113.27
Ana Romero 19 109.45
Eduardo Jiménez 36 45.59
Renata Cubas 45 48.42
Patricia Guerrero 49 1.85
Francisco Pérez 58 9.45
Víctor Gómez 29 30.67
Roberto Lacayo 33 11.59
Evelyn Ramirez 25 49.51
Fabiola Valtorta 54 147.69
Patricio Simón 46 31.77
Ileana Delgado 43 118.40
José Rodríguez 18 88.41
Mariana Macías 20 51.14
Juan Gómez 58 39.65
José Estrada 51 118.42
Juan Chávez 50 71.70
Juan Rangel 55 28.22
Midori Campos 49 53.66
Sofía Estrella 56 59.59
Omar Benavides 57 22.45
Alejandro Vega 32 54.17
Ángela Garcia 39 110.55
Lorena Descazeaux 40 93.16
Adriana Cárdenas 49 171.13
Luis Lopez 53 110.57
José Rodríguez 37 177.18
Michelle Chávez 40 54.10
Gabriela Coppel 47 67.90
Natalia Hernández 33 94.18
Jessica Joaquín 39 67.35
Adriana Cerezo 38 73.90
Jesús Quihuis 40 76.45
Aurelio Heras 26 7.45
Alma Plascencia 18 23.28
David Martinez 28 115.48
Isaac Magaña 55 39.81
Horacio Valderrama 20 45.95
Mercedes Cerda 44 76.35
Eduardo Blanco 48 184.07
Dario Gleason 60 58.71
Andrea Ramírez 38 43.14
Edgar Covarrubias 18 28.48
Alejandra Wheber 35 108.54
Jose Padilla 26 72.10
Juan Aceves 32 51.94
Fernando González 56 22.16
Daniel Rodríguez 39 89.14
Ana Barroso 28 41.31
Alonso Ledesma 21 109.47
Alexis Galván 21 92.82
Alejandro Gutierrez 51 82.46
Eduardo Velarde 52 52.28
Héctor Gómez 51 29.81
Luis González 44 144.19
Arturo González 36 91.44
Grecia Aguilar 25 47.24
David Cortes 46 67.91
Adali Rizo 22 188.81
Aura Lujambio 50 35.92
Jorge Domínguez 27 136.75
Pablo Guevara 28 52.56
Eric Torres 37 43.43
Jimena Gómez 54 58.10
Arturo Ozawa 32 129.56
Cristina González 35 26.46
Karen Chang 57 83.89
Carlos Ramírez 24 44.08
Juan Rivas 20 99.79
Ruth Chang 49 164.40
Fátima Araujo 51 7.56
Víctor Aguayo 25 142.43
Hugo Rodríguez 47 167.69
Lorena Parra 41 3.64
Mónica Ocampo 54 96.47
Jaime Arellano 35 58.79
Norma Quintero 41 28.14
Angel Gutiérrez 42 72.66
Esteban Wharton 17 5.02
Orlando Nuncio 55 50.58
Diego Toussaint 47 74.89
Patricio Barajas 46 38.51
Javier Hernández 44 99.16
Moises Rodríguez 57 72.50
Santiago Buenrostro 32 114.31
Rodrigo Amezcua 53 39.24
Alejandra Franco 26 174.34
Viviann López 50 8.18
Diego Barrera 50 186.04
Estefania Ochoa 52 94.17
Vicente Ortiz 30 50.79
Enrique Cabrera 27 10.98
Luis Rosales 17 82.22
María Muñoz 38 68.80
Carlos Ramirez 49 73.46
Ricardo Gallardo 31 26.11
Alejandro Volquarts 29 8.92
Luis Urrea 33 113.14
Maya Salcedo 44 68.09
Montserrat Bayardo 33 122.44
Alejandro Blásquez 47 21.18
Ana Pelayo 60 18.68
Denice Romo 30 40.60
Valeria Baez 34 29.83
Ana Parra 50 164.63
Maria Martinez 43 147.40
Andrea Moreno 28 74.75
Ana Uruñuela 58 12.69
Alexandra Ramírez 59 50.92
Gerardo López 55 66.72
Gabriela Hernandez 33 78.26
Angel Navarrete 31 109.37
José Félix 56 28.09
Marcela Perez 19 128.44
Isaac Elizondo 33 30.59
Alejandra Jacobo 52 16.92
Mariana Pérez 50 98.03
Adriana Ríos 15 25.32
Raquel Plazola 37 153.94
Güido Montes 24 28.05
Oscar Genesta 56 129.80
José Alatorre 32 2.87
Alberto Vives 58 30.57
Marcelo Nava 32 63.37
Guillermo Valdés 23 131.81
Jalil Hernández 59 75.02
Ernesto Vargas 22 22.79
Irma Hernández 28 122.66
Teresita Ortíz 35 19.02
Carlos Baz 42 176.54
Ernesto García 50 63.55
Rodolfo López 15 0.71
Rafael Ortíz 40 62.95
Ulises Virgen 15 146.91
Javier Ornelas 19 4.66
Alfonso Suarez 53 28.50
Pedro Limón 33 69.54
Stephany Ochoa 25 66.84
Kim López 20 82.91
Francisco Paredes 44 72.18
Juan Quintero 53 44.97
Roxana Covarrubias 27 18.44
Daniel Castellanos 40 11.72
Elton Padilla 42 35.31
Marc Sánchez 47 34.28
Daniel Martínez 17 71.03
Alma Ruíz 40 183.61
Erika Acosta 20 107.55
Ana Rendón 32 7.92
Marco García 43 74.07
Angélica Carrillo 29 65.07
Juan Chávez 57 15.02
David Loera 46 103.55
Francisco Barrera 60 26.15
Martha Casab 41 83.72
Lizbeth Tenorio 21 33.75
Roberto Torné 59 18.85
Frida Montfort 38 82.74
Margarita Acosta 24 95.78
Hugo Pérez 46 45.88
Estefanía González 23 166.84
Victor Pérez 27 56.75
Enrique Virgen 54 12.89
Miriam Valenzuela 23 111.82
Jorge Ramon 45 119.43
Carlos González 59 11.25
Melissa Guzmán 50 15.28
Alexander Ponce 16 38.77
Eduardo González 52 54.03
María Díaz 37 65.43
Aura Acoltzi 18 83.05
Rafael Guerrero 19 12.19
Federico Loza 38 81.20
Enrique Fernández 48 83.70
Diego García 43 46.33
Alejandro Medina 15 40.89
Carlos Madrigal 21 107.02
Rodrigo Juarez 33 188.09
Ana Cruz 20 135.94
Ezequiel Tamayo 31 110.65
Luis Cuevas 45 28.52
Erika Ramírez 52 121.25
Maria Ramos 43 33.29
Pascale Portillo 26 46.40
Kaleb Herrera 20 103.70
Ximena Díaz 40 43.16
Elia Ávila 30 73.92
Adonis Chavira 43 14.82
Armando Llerenas 15 119.81
Sayuri Jiménez 47 30.61
Juan Omilion 32 14.97
Adoniram Flores 17 25.80
Héctor Richerand 31 178.94
Jorge Morales 43 12.63
Frida Padilla 44 39.10
Martín Leal 56 137.16
Cesar Flores 55 48.55
Daniel González 58 74.75
Sofia Ramírez 17 31.93
Fernanda Gómez 57 67.98
Ricardo Lupercio 16 28.07
Javier Ochoa 19 21.21
Jennifer Mata 37 88.72
Alejandro Castellanos 50 74.84
Alexandro Cuesta 45 5.80
Katia Gonzalez 28 102.71
Mayra Córdoba 22 51.53
Carlos Resendiz 44 57.06
Daniela Olavarrieta 52 69.45
Juan Hinojosa 32 84.81
Anna González 43 79.06
Jorge Oyarzábal 39 89.06
Alexa Bravo 39 100.49
Miguel Renteria 57 160.73
Jorge Becerril 23 30.52
Andrea Irabien 60 62.22
Diana Vazquez 27 110.41
Rogelio Sánchez 41 172.16
Francisco Alonso 25 37.80
Raúl Buenrostro 26 101.77
Brenda Ruiz 43 27.04
Ana Santana 22 91.01
Ricardo Díaz 36 62.04
Enrique Choi 37 9.02
Karime González 50 110.26
María Lozano 37 9.76
Melissa Batalla 21 118.54
Takehiro Quintero 44 109.84
Roberto Alvarez 53 68.92
Karen García 21 17.51
Min Rubio 54 93.37
Rodolfo Fernández 33 7.89
Alejandro Coz 26 73.55
Jae Ramírez 16 162.10
Eunice Michel 52 17.89
Guadalupe Contreras 48 117.59
Ricardo Pérez 48 3.33
Paulina Cárdenas 51 75.36
Luz López 33 47.95
Carlos Camposllera 60 100.03
Cecilia Granados 31 127.82
Margarita Pinedo 56 58.78
Sebastián Shin 20 46.30
Steven González 35 103.00
Gerardo Vasquez 46 54.25
Denise Flores 47 168.51
Cynthia Castañeda 20 90.36
Jesús Cueto 59 86.29
María Ajarrista 18 68.82
Samantha Ojeda 25 23.42
Jorge Gandarilla 19 1.99
Enrique Guerrero 56 93.60
Alberto Madrigal 34 114.07
Laura Salgado 22 29.87
Regina Castillón 33 114.01
Eisenia Sánchez 40 61.68
José Mijares 23 14.57
Ana Albarrán 41 158.37
Ana González 23 105.49
Scarlett Alvarez 45 81.76
Andrei Zaragoza 17 52.94
Disahba Espinosa 21 22.21
Maximiliano Paredes 33 38.39
Andrea González 24 118.12
Daniel López 19 89.78
Apolonio González 43 109.15
Jesús Sánchez 47 17.12
Edgar Solís 48 152.37
Juan Ibarra 15 11.51
Juan Ramón 57 56.25
Andrea Quiroz 33 96.91
Andrea Casaus 33 98.13
Ruben Pelayo 60 9.29
Daniel Hernández 46 6.95
Manuel Chavez 30 151.71
Rodrigo Renovato 34 35.07
Avril Sánchez 18 73.57
Lorenza Brizuela 37 53.33
Nora Ruiz 15 15.17
Jose Ramírez 28 76.51
Yolanda Infante 23 82.71
Francisco Ortiz 38 100.70
Javier Balcázar 29 64.91
Eduardo Valenzuela 52 5.33
Héctor Garcia 41 165.40
María Govea 36 40.50
David Urióstegui 23 112.79
Alexandra Luca 28 41.81
Mariana Rentería 50 34.22
Hugo Ramos 17 113.11
Elizabeth Rodríguez 45 122.78
Nelva Hernández 40 98.01
Jose Sánchez 23 14.07
Silvia Rodriguez 39 24.44
Karim Ochoa 49 60.90
Chrystal Aguilar 56 76.83
Constanza Govea 59 62.56
Maria Garcia 34 53.08
Manuel Flores 60 67.99
César Hernandez 33 98.14
Crescencio Lanzarín 38 10.11
Maria Mongerot 17 54.88
Isai González 42 68.62
Ariana Reyes 53 15.84
Alec Aguirre 54 20.66
José Gallegos 50 83.11
Mariana Rodríguez 16 17.45
Yesua Chimán 51 103.47
Ximena Ramírez 26 71.13
Santiago Camarena 18 82.30
Cynthia Rojo 32 31.48
Miriam Castañeda 17 9.32
Liryam Fierro 60 61.16
Joel Alonso 48 2.73
Ricardo Carrera 56 85.96
Leticia Gómez 15 45.51
Benjamín Solorzano 51 12.03
Ana Banderas 54 129.49
Andrea Gutiérrez 51 40.82
Daniela Salcedo 26 110.51
Pablo Paz 41 58.96
Ghanem Rojo 37 112.31
Karen Gudiño 31 80.44
Alejandra García 20 41.52
Lucianne Bribiesca 42 30.57
Montserrat Madrigal 47 139.32
Sulma Mendoza 56 103.97
Gabriel Robles 28 177.40
Hugo Oviedo 44 133.12
Erick Acevedo 21 32.49
José Carranza 20 94.39
Enrique Saldaña 56 35.50
Allan Rosas 21 181.13
Sandra González 28 39.86
Omar Conchas 31 82.11
Alejandra Montaño 20 115.68
Alfredo Alatriste 27 26.55
Carlos Martinez 50 126.56
Iván Rentería 30 41.20
Rafael Toris 20 132.07
Sophía Cubero 40 12.37
Gabriela González 35 93.97
Liliana Ospina 46 47.49
Oscar Martínez 20 98.79
Abraham López 23 28.52
Karen Garza 15 30.08
Ana Almeida 42 63.34
Ana Vázquez 36 79.70
Nancy Martínez 52 102.40
Laura Zambrano 36 106.14
Oscar Amezcua 22 6.76
Norma Zamora 26 31.44
David García 40 6.85
Raul Plascencia 17 59.31
Héctor Juárez 20 128.47
Hector Robles 52 92.58
Gemma Hermosillo 36 33.52
Priscila Martínez 26 69.65
Erika Sánchez 33 71.79
Maria Agassini 45 10.78
Livier Fernández 24 77.57
Ricardo Verduzco 46 57.68
